"If you use any of the data presented in this website, we ask you to please reference the author in the following suggested format: ",,,,,
"Liljedahl, A. (year of retrieval). Climate data from the Goldstream Creek Watershed study of Methane Release from Thermokarst Lakes. University of Alaska Fairbanks, Water and Environmental Research Center. ",,,,,
"URL: http://ine.uaf.edu/werc/werc-projects/goldstream/ Fairbanks, Alaska, variously paged. [month and day of retrieval].",,,,,
"see readme-20200623.txt file for metadata, during periods of low flow and very high flow, river discharge may be inaccurate due to errors in rating curve.  Beaver activity resulted in high water levels at times, discharge may be unavailable or estimated.",,,,,
,,,,,
GSS2 Goldstream Creek at Ballaine Road  2015-2018 Last Updated EKY  15Jan2019,,,,,
Hydrological Data,,,,,
Lat:64.91137,,,,,
Long:-147.832,,,,,
Elev:186 m,,,,,
,,,,,
Col.  Data Type  Units,,,,,
1. Date Time (Alaska Standard Time),,,,,
2. Water Level Elevation (m above arbitrary datum),,,,,
3. Water Level Flag,,,,,
4. Discharge (m3/s),,,,,
5. Discharge Flag,,,,,
6. Pressure Transducer Water Temperature (deg C),,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
7/14/2016 22:29,98.51994833,,1.205806561,Rating Curve,7777
7/14/2016 22:44,98.52027833,,1.207629438,Rating Curve,7777
7/14/2016 22:59,98.52169833,,1.215494677,Rating Curve,7777
7/14/2016 23:14,98.52144833,,1.214107437,Rating Curve,7777
7/14/2016 23:29,98.52194833,,1.216882992,Rating Curve,7777
7/14/2016 23:44,98.52077833,,1.210394935,Rating Curve,7777
7/14/2016 23:59,98.52135833,,1.213608294,Rating Curve,7777
7/15/2016 0:14,98.52169833,,1.215494677,Rating Curve,7777
7/15/2016 0:29,98.51994833,,1.205806561,Rating Curve,7777
7/15/2016 0:44,98.51669833,,1.187953653,Rating Curve,7777
7/15/2016 0:59,98.52019833,,1.207187357,Rating Curve,7777
7/15/2016 1:14,98.51869833,,1.198918661,Rating Curve,7777
7/15/2016 1:29,98.52019833,,1.207187357,Rating Curve,7777
7/15/2016 1:44,98.51785833,,1.194305028,Rating Curve,7777
7/15/2016 1:59,98.51785833,,1.194305028,Rating Curve,7777
7/15/2016 2:14,98.51635833,,1.186096398,Rating Curve,7777
7/15/2016 2:29,98.51435833,,1.175211246,Rating Curve,7777
7/15/2016 2:44,98.51610833,,1.184732027,Rating Curve,7777
7/15/2016 2:59,98.51694833,,1.189320541,Rating Curve,7777
7/15/2016 3:14,98.51285833,,1.167092026,Rating Curve,7777
7/15/2016 3:29,98.51344833,,1.170281027,Rating Curve,7777
7/15/2016 3:44,98.51135833,,1.159010966,Rating Curve,7777
7/15/2016 3:59,98.51310833,,1.168442576,Rating Curve,7777
7/15/2016 4:14,98.51310833,,1.168442576,Rating Curve,7777
7/15/2016 4:29,98.51135833,,1.159010966,Rating Curve,7777
7/15/2016 4:44,98.50994833,,1.151449481,Rating Curve,7777
7/15/2016 4:59,98.50935833,,1.148295418,Rating Curve,7777
7/15/2016 5:14,98.50935833,,1.148295418,Rating Curve,7777
7/15/2016 5:29,98.50994833,,1.151449481,Rating Curve,7777
7/15/2016 5:44,98.50935833,,1.148295418,Rating Curve,7777
7/15/2016 5:59,98.50735833,,1.137647319,Rating Curve,7777
7/15/2016 6:14,98.50560833,,1.128385384,Rating Curve,7777
7/15/2016 6:29,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 6:44,98.50394833,,1.119647208,Rating Curve,7777
7/15/2016 6:59,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 7:14,98.50335833,,1.116552569,Rating Curve,7777
7/15/2016 7:29,98.50335833,,1.116552569,Rating Curve,7777
7/15/2016 7:44,98.50244833,,1.111790873,Rating Curve,7777
7/15/2016 7:59,98.50044833,,1.101374082,Rating Curve,7777
7/15/2016 8:14,98.49985833,,1.098313832,Rating Curve,7777
7/15/2016 8:29,98.49985833,,1.098313832,Rating Curve,7777
7/15/2016 8:44,98.50160833,,1.107407713,Rating Curve,7777
7/15/2016 8:59,98.50160833,,1.107407713,Rating Curve,7777
7/15/2016 9:14,98.49844833,,1.091023742,Rating Curve,7777
7/15/2016 9:29,98.49869833,,1.092313908,Rating Curve,7777
7/15/2016 9:44,98.50044833,,1.101374082,Rating Curve,7777
7/15/2016 9:59,98.50019833,,1.10007666,Rating Curve,7777
7/15/2016 10:14,98.49844833,,1.091023742,Rating Curve,7777
7/15/2016 10:29,98.50019833,,1.10007666,Rating Curve,7777
7/15/2016 10:44,98.49844833,,1.091023742,Rating Curve,7777
7/15/2016 10:59,98.49694833,,1.08330446,Rating Curve,7777
7/15/2016 11:14,98.49694833,,1.08330446,Rating Curve,7777
7/15/2016 11:29,98.49610833,,1.078997898,Rating Curve,7777
7/15/2016 11:44,98.49669833,,1.082021528,Rating Curve,7777
7/15/2016 11:59,98.49844833,,1.091023742,Rating Curve,7777
7/15/2016 12:14,98.49694833,,1.08330446,Rating Curve,7777
7/15/2016 12:29,98.49519833,,1.074345587,Rating Curve,7777
7/15/2016 12:44,98.49669833,,1.082021528,Rating Curve,7777
7/15/2016 12:59,98.49552833,,1.076031112,Rating Curve,7777
7/15/2016 13:14,98.49869833,,1.092313908,Rating Curve,7777
7/15/2016 13:29,98.49669833,,1.082021528,Rating Curve,7777
7/15/2016 13:44,98.49844833,,1.091023742,Rating Curve,7777
7/15/2016 13:59,98.50160833,,1.107407713,Rating Curve,7777
7/15/2016 14:14,98.50394833,,1.119647208,Rating Curve,7777
7/15/2016 14:29,98.50019833,,1.10007666,Rating Curve,7777
7/15/2016 14:44,98.50194833,,1.109180433,Rating Curve,7777
7/15/2016 14:59,98.50219833,,1.110485132,Rating Curve,7777
7/15/2016 15:14,98.50219833,,1.110485132,Rating Curve,7777
7/15/2016 15:29,98.50744833,,1.138125037,Rating Curve,7777
7/15/2016 15:44,98.50102833,,1.104388101,Rating Curve,7777
7/15/2016 15:59,98.50194833,,1.109180433,Rating Curve,7777
7/15/2016 16:14,98.50102833,,1.104388101,Rating Curve,7777
7/15/2016 16:29,98.49902833,,1.094018513,Rating Curve,7777
7/15/2016 16:44,98.49902833,,1.094018513,Rating Curve,7777
7/15/2016 16:59,98.49227833,,1.059509259,Rating Curve,7777
7/15/2016 17:14,98.49552833,,1.076031112,Rating Curve,7777
7/15/2016 17:29,98.49727833,,1.08499951,Rating Curve,7777
7/15/2016 17:44,98.49902833,,1.094018513,Rating Curve,7777
7/15/2016 17:59,98.50077833,,1.103088269,Rating Curve,7777
7/15/2016 18:14,98.50627833,,1.131925311,Rating Curve,7777
7/15/2016 18:29,98.49902833,,1.094018513,Rating Curve,7777
7/15/2016 18:44,98.49927833,,1.095311081,Rating Curve,7777
7/15/2016 18:59,98.49985833,,1.098313832,Rating Curve,7777
7/15/2016 19:14,98.50077833,,1.103088269,Rating Curve,7777
7/15/2016 19:29,98.50335833,,1.116552569,Rating Curve,7777
7/15/2016 19:44,98.50627833,,1.131925311,Rating Curve,7777
7/15/2016 19:59,98.50510833,,1.12574855,Rating Curve,7777
7/15/2016 20:14,98.50335833,,1.116552569,Rating Curve,7777
7/15/2016 20:29,98.50277833,,1.113516045,Rating Curve,7777
7/15/2016 20:44,98.50627833,,1.131925311,Rating Curve,7777
7/15/2016 20:59,98.50627833,,1.131925311,Rating Curve,7777
7/15/2016 21:14,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 21:29,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 21:44,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 21:59,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 22:14,98.50535833,,1.127066444,Rating Curve,7777
7/15/2016 22:29,98.50360833,,1.117863147,Rating Curve,7777
7/15/2016 22:44,98.50710833,,1.136321038,Rating Curve,7777
7/15/2016 22:59,98.50677833,,1.134571954,Rating Curve,7777
7/15/2016 23:14,98.50535833,,1.127066444,Rating Curve,7777
7/15/2016 23:29,98.50535833,,1.127066444,Rating Curve,7777
7/15/2016 23:44,98.50477833,,1.124010532,Rating Curve,7777
7/15/2016 23:59,98.50477833,,1.124010532,Rating Curve,7777
7/16/2016 0:14,98.50477833,,1.124010532,Rating Curve,7777
7/16/2016 0:29,98.50619833,,1.131502238,Rating Curve,7777
7/16/2016 0:44,98.50652833,,1.133248108,Rating Curve,7777
7/16/2016 0:59,98.50502833,,1.125327045,Rating Curve,7777
7/16/2016 1:14,98.50794833,,1.140781508,Rating Curve,7777
7/16/2016 1:29,98.50269833,,1.113097655,Rating Curve,7777
7/16/2016 1:44,98.50769833,,1.139452747,Rating Curve,7777
7/16/2016 1:59,98.50327833,,1.116133404,Rating Curve,7777
7/16/2016 2:14,98.50619833,,1.131502238,Rating Curve,7777
7/16/2016 2:29,98.50594833,,1.130180825,Rating Curve,7777
7/16/2016 2:44,98.50794833,,1.140781508,Rating Curve,7777
7/16/2016 2:59,98.50794833,,1.140781508,Rating Curve,7777
7/16/2016 3:14,98.50269833,,1.113097655,Rating Curve,7777
7/16/2016 3:29,98.50594833,,1.130180825,Rating Curve,7777
7/16/2016 3:44,98.50094833,,1.103972042,Rating Curve,7777
7/16/2016 3:59,98.50244833,,1.111790873,Rating Curve,7777
7/16/2016 4:14,98.50119833,,1.10527258,Rating Curve,7777
7/16/2016 4:29,98.50269833,,1.113097655,Rating Curve,7777
7/16/2016 4:44,98.50444833,,1.122274337,Rating Curve,7777
7/16/2016 4:59,98.50269833,,1.113097655,Rating Curve,7777
7/16/2016 5:14,98.50269833,,1.113097655,Rating Curve,7777
7/16/2016 5:29,98.50444833,,1.122274337,Rating Curve,7777
7/16/2016 5:44,98.50094833,,1.103972042,Rating Curve,7777
7/16/2016 5:59,98.50094833,,1.103972042,Rating Curve,7777
7/16/2016 6:14,98.49744833,,1.085873421,Rating Curve,7777
7/16/2016 6:29,98.49919833,,1.094897347,Rating Curve,7777
7/16/2016 6:44,98.49919833,,1.094897347,Rating Curve,7777
7/16/2016 6:59,98.49944833,,1.09619062,Rating Curve,7777
7/16/2016 7:14,98.49919833,,1.094897347,Rating Curve,7777
7/16/2016 7:29,98.49594833,,1.078178921,Rating Curve,7777
7/16/2016 7:44,98.49744833,,1.085873421,Rating Curve,7777
7/16/2016 7:59,98.49919833,,1.094897347,Rating Curve,7777
7/16/2016 8:14,98.50010833,,1.099609843,Rating Curve,7777
7/16/2016 8:29,98.49544833,,1.075622335,Rating Curve,7777
7/16/2016 8:44,98.49544833,,1.075622335,Rating Curve,7777
7/16/2016 8:59,98.49394833,,1.067977274,Rating Curve,7777
7/16/2016 9:14,98.49602833,,1.078588357,Rating Curve,7777
7/16/2016 9:29,98.49419833,,1.069248881,Rating Curve,7777
7/16/2016 9:44,98.48894833,,1.042760202,Rating Curve,7777
7/16/2016 9:59,98.49452833,,1.070928975,Rating Curve,7777
7/16/2016 10:14,98.48927833,,1.044411937,Rating Curve,7777
7/16/2016 10:29,98.49402833,,1.068384076,Rating Curve,7777
7/16/2016 10:44,98.49277833,,1.062039794,Rating Curve,7777
7/16/2016 10:59,98.49077833,,1.051942213,Rating Curve,7777
7/16/2016 11:14,98.49344833,,1.06543714,Rating Curve,7777
7/16/2016 11:29,98.49169833,,1.056578968,Rating Curve,7777
7/16/2016 11:44,98.48644833,,1.03030461,Rating Curve,7777
7/16/2016 11:59,98.48902833,,1.04316046,Rating Curve,7777
7/16/2016 12:14,98.49077833,,1.051942213,Rating Curve,7777
7/16/2016 12:29,98.48527833,,1.024510245,Rating Curve,7777
7/16/2016 12:44,98.48669833,,1.0315456,Rating Curve,7777
7/16/2016 12:59,98.48469833,,1.021646043,Rating Curve,7777
7/16/2016 13:14,98.48527833,,1.024510245,Rating Curve,7777
7/16/2016 13:29,98.48877833,,1.04191,Rating Curve,7777
7/16/2016 13:44,98.48352833,,1.015884807,Rating Curve,7777
7/16/2016 13:59,98.48877833,,1.04191,Rating Curve,7777
7/16/2016 14:14,98.48935833,,1.044812625,Rating Curve,7777
7/16/2016 14:29,98.49052833,,1.050684616,Rating Curve,7777
7/16/2016 14:44,98.48410833,,1.01873804,Rating Curve,7777
7/16/2016 14:59,98.48727833,,1.034428603,Rating Curve,7777
7/16/2016 15:14,98.48352833,,1.015884807,Rating Curve,7777
7/16/2016 15:29,98.48060833,,1.001602615,Rating Curve,7777
7/16/2016 15:44,98.48210833,,1.008922212,Rating Curve,7777
7/16/2016 15:59,98.48527833,,1.024510245,Rating Curve,7777
7/16/2016 16:14,98.48235833,,1.010145664,Rating Curve,7777
7/16/2016 16:29,98.48410833,,1.01873804,Rating Curve,7777
7/16/2016 16:44,98.48527833,,1.024510245,Rating Curve,7777
7/16/2016 16:59,98.48119833,,1.004477341,Rating Curve,7777
7/16/2016 17:14,98.48035833,,1.000386197,Rating Curve,7777
7/16/2016 17:29,98.48210833,,1.008922212,Rating Curve,7777
7/16/2016 17:44,98.48410833,,1.01873804,Rating Curve,7777
7/16/2016 17:59,98.48760833,,1.036071371,Rating Curve,7777
7/16/2016 18:14,98.48669833,,1.0315456,Rating Curve,7777
7/16/2016 18:29,98.48669833,,1.0315456,Rating Curve,7777
7/16/2016 18:44,98.48585833,,1.027379893,Rating Curve,7777
7/16/2016 18:59,98.48469833,,1.021646043,Rating Curve,7777
7/16/2016 19:14,98.48644833,,1.03030461,Rating Curve,7777
7/16/2016 19:29,98.48644833,,1.03030461,Rating Curve,7777
7/16/2016 19:44,98.48844833,,1.040260952,Rating Curve,7777
7/16/2016 19:59,98.48644833,,1.03030461,Rating Curve,7777
7/16/2016 20:14,98.48669833,,1.0315456,Rating Curve,7777
7/16/2016 20:29,98.48352833,,1.015884807,Rating Curve,7777
7/16/2016 20:44,98.48819833,,1.039012853,Rating Curve,7777
7/16/2016 20:59,98.48819833,,1.039012853,Rating Curve,7777
7/16/2016 21:14,98.48844833,,1.040260952,Rating Curve,7777
7/16/2016 21:29,98.48669833,,1.0315456,Rating Curve,7777
7/16/2016 21:44,98.49019833,,1.049026152,Rating Curve,7777
7/16/2016 21:59,98.48844833,,1.040260952,Rating Curve,7777
7/16/2016 22:14,98.48577833,,1.026983755,Rating Curve,7777
7/16/2016 22:29,98.49019833,,1.049026152,Rating Curve,7777
7/16/2016 22:44,98.49019833,,1.049026152,Rating Curve,7777
7/16/2016 22:59,98.48719833,,1.034030623,Rating Curve,7777
7/16/2016 23:14,98.49069833,,1.051539671,Rating Curve,7777
7/16/2016 23:29,98.48894833,,1.042760202,Rating Curve,7777
7/16/2016 23:44,98.48894833,,1.042760202,Rating Curve,7777
7/16/2016 23:59,98.48894833,,1.042760202,Rating Curve,7777
7/17/2016 0:14,98.48694833,,1.032787604,Rating Curve,7777
7/17/2016 0:29,98.48602833,,1.028222029,Rating Curve,7777
7/17/2016 0:44,98.49069833,,1.051539671,Rating Curve,7777
7/17/2016 0:59,98.48919833,,1.044011354,Rating Curve,7777
7/17/2016 1:14,98.48802833,,1.038164727,Rating Curve,7777
7/17/2016 1:29,98.49094833,,1.052797963,Rating Curve,7777
7/17/2016 1:44,98.48952833,,1.045664434,Rating Curve,7777
7/17/2016 1:59,98.48627833,,1.029461316,Rating Curve,7777
7/17/2016 2:14,98.48777833,,1.036918336,Rating Curve,7777
7/17/2016 2:29,98.48627833,,1.029461316,Rating Curve,7777
7/17/2016 2:44,98.48777833,,1.036918336,Rating Curve,7777
7/17/2016 2:59,98.48602833,,1.028222029,Rating Curve,7777
7/17/2016 3:14,98.48802833,,1.038164727,Rating Curve,7777
7/17/2016 3:29,98.48627833,,1.029461316,Rating Curve,7777
7/17/2016 3:44,98.48335833,,1.015049544,Rating Curve,7777
7/17/2016 3:59,98.48427833,,1.019575363,Rating Curve,7777
7/17/2016 4:14,98.48277833,,1.01220333,Rating Curve,7777
7/17/2016 4:29,98.48602833,,1.028222029,Rating Curve,7777
7/17/2016 4:44,98.48277833,,1.01220333,Rating Curve,7777
7/17/2016 4:59,98.48602833,,1.028222029,Rating Curve,7777
7/17/2016 5:14,98.48452833,,1.020807567,Rating Curve,7777
7/17/2016 5:29,98.48302833,,1.013429481,Rating Curve,7777
7/17/2016 5:44,98.48277833,,1.01220333,Rating Curve,7777
7/17/2016 5:59,98.48102833,,1.003648456,Rating Curve,7777
7/17/2016 6:14,98.47902833,,0.99393171,Rating Curve,7777
7/17/2016 6:29,98.48077833,,1.002430352,Rating Curve,7777
7/17/2016 6:44,98.48160833,,1.006478326,Rating Curve,7777
7/17/2016 6:59,98.48135833,,1.005257892,Rating Curve,7777
7/17/2016 7:14,98.47960833,,0.996742962,Rating Curve,7777
7/17/2016 7:29,98.47785833,,0.988277124,Rating Curve,7777
7/17/2016 7:44,98.47585833,,0.978661801,Rating Curve,7777
7/17/2016 7:59,98.47610833,,0.979860228,Rating Curve,7777
7/17/2016 8:14,98.47760833,,0.987071717,Rating Curve,7777
7/17/2016 8:29,98.47585833,,0.978661801,Rating Curve,7777
7/17/2016 8:44,98.47785833,,0.988277124,Rating Curve,7777
7/17/2016 8:59,98.47644833,,0.981491687,Rating Curve,7777
7/17/2016 9:14,98.47610833,,0.979860228,Rating Curve,7777
7/17/2016 9:29,98.47610833,,0.979860228,Rating Curve,7777
7/17/2016 9:44,98.47760833,,0.987071717,Rating Curve,7777
7/17/2016 9:59,98.47435833,,0.971492125,Rating Curve,7777
7/17/2016 10:14,98.47469833,,0.973114116,Rating Curve,7777
7/17/2016 10:29,98.47644833,,0.981491687,Rating Curve,7777
7/17/2016 10:44,98.47644833,,0.981491687,Rating Curve,7777
7/17/2016 10:59,98.47319833,,0.965972086,Rating Curve,7777
7/17/2016 11:14,98.47844833,,0.991125844,Rating Curve,7777
7/17/2016 11:29,98.47469833,,0.973114116,Rating Curve,7777
7/17/2016 11:44,98.47760833,,0.987071717,Rating Curve,7777
7/17/2016 11:59,98.47669833,,0.982692465,Rating Curve,7777
7/17/2016 12:14,98.47819833,,0.98991808,Rating Curve,7777
7/17/2016 12:29,98.47935833,,0.995530554,Rating Curve,7777
7/17/2016 12:44,98.47760833,,0.987071717,Rating Curve,7777
7/17/2016 12:59,98.47669833,,0.982692465,Rating Curve,7777
7/17/2016 13:14,98.47994833,,0.998393444,Rating Curve,7777
7/17/2016 13:29,98.47819833,,0.98991808,Rating Curve,7777
7/17/2016 13:44,98.47819833,,0.98991808,Rating Curve,7777
7/17/2016 13:59,98.47994833,,0.998393444,Rating Curve,7777
7/17/2016 14:14,98.47960833,,0.996742962,Rating Curve,7777
7/17/2016 14:29,98.47785833,,0.988277124,Rating Curve,7777
7/17/2016 14:44,98.47760833,,0.987071717,Rating Curve,7777
7/17/2016 14:59,98.48077833,,1.002430352,Rating Curve,7777
7/17/2016 15:14,98.48135833,,1.005257892,Rating Curve,7777
7/17/2016 15:29,98.48135833,,1.005257892,Rating Curve,7777
7/17/2016 15:44,98.47960833,,0.996742962,Rating Curve,7777
7/17/2016 15:59,98.47935833,,0.995530554,Rating Curve,7777
7/17/2016 16:14,98.48135833,,1.005257892,Rating Curve,7777
7/17/2016 16:29,98.48310833,,1.013822062,Rating Curve,7777
7/17/2016 16:44,98.47960833,,0.996742962,Rating Curve,7777
7/17/2016 16:59,98.48577833,,1.026983755,Rating Curve,7777
7/17/2016 17:14,98.48252833,,1.010978187,Rating Curve,7777
7/17/2016 17:29,98.48752833,,1.035672962,Rating Curve,7777
7/17/2016 17:44,98.48427833,,1.019575363,Rating Curve,7777
7/17/2016 17:59,98.48427833,,1.019575363,Rating Curve,7777
7/17/2016 18:14,98.48402833,,1.018344168,Rating Curve,7777
7/17/2016 18:29,98.48602833,,1.028222029,Rating Curve,7777
7/17/2016 18:44,98.48777833,,1.036918336,Rating Curve,7777
7/17/2016 18:59,98.48777833,,1.036918336,Rating Curve,7777
7/17/2016 19:14,98.49127833,,1.054460472,Rating Curve,7777
7/17/2016 19:29,98.49252833,,1.060774014,Rating Curve,7777
7/17/2016 19:44,98.49244833,,1.060369181,Rating Curve,7777
7/17/2016 19:59,98.49327833,,1.064574429,Rating Curve,7777
7/17/2016 20:14,98.49277833,,1.062039794,Rating Curve,7777
7/17/2016 20:29,98.49452833,,1.070928975,Rating Curve,7777
7/17/2016 20:44,98.50002833,,1.099195006,Rating Curve,7777
7/17/2016 20:59,98.49710833,,1.084126078,Rating Curve,7777
7/17/2016 21:14,98.49652833,,1.081149723,Rating Curve,7777
7/17/2016 21:29,98.49677833,,1.082431954,Rating Curve,7777
7/17/2016 21:44,98.50002833,,1.099195006,Rating Curve,7777
7/17/2016 21:59,98.50002833,,1.099195006,Rating Curve,7777
7/17/2016 22:14,98.50352833,,1.117443648,Rating Curve,7777
7/17/2016 22:29,98.50502833,,1.125327045,Rating Curve,7777
7/17/2016 22:44,98.50585833,,1.129705372,Rating Curve,7777
7/17/2016 22:59,98.50352833,,1.117443648,Rating Curve,7777
7/17/2016 23:14,98.50585833,,1.129705372,Rating Curve,7777
7/17/2016 23:29,98.51402833,,1.173421738,Rating Curve,7777
7/17/2016 23:44,98.51402833,,1.173421738,Rating Curve,7777
7/17/2016 23:59,98.51285833,,1.167092026,Rating Curve,7777
7/18/2016 0:14,98.51402833,,1.173421738,Rating Curve,7777
7/18/2016 0:29,98.51752833,,1.192495831,Rating Curve,7777
7/18/2016 0:44,98.52252833,,1.220108027,Rating Curve,7777
7/18/2016 0:59,98.52427833,,1.229873892,Rating Curve,7777
7/18/2016 1:14,98.52394833,,1.228028285,Rating Curve,7777
7/18/2016 1:29,98.52569833,,1.237837082,Rating Curve,7777
7/18/2016 1:44,98.52919833,,1.257613964,Rating Curve,7777
7/18/2016 1:59,98.52919833,,1.257613964,Rating Curve,7777
7/18/2016 2:14,98.53210833,,1.274219441,Rating Curve,7777
7/18/2016 2:29,98.53535833,,1.292940298,Rating Curve,7777
7/18/2016 2:44,98.53535833,,1.292940298,Rating Curve,7777
7/18/2016 2:59,98.53769833,,1.306534322,Rating Curve,7777
7/18/2016 3:14,98.54410833,,1.332045041,Rating Curve,7777
7/18/2016 3:29,98.54585833,,1.337187605,Rating Curve,7777
7/18/2016 3:44,98.54410833,,1.332045041,Rating Curve,7777
7/18/2016 3:59,98.55285833,,1.357828245,Rating Curve,7777
7/18/2016 4:14,98.55285833,,1.357828245,Rating Curve,7777
7/18/2016 4:29,98.55285833,,1.357828245,Rating Curve,7777
7/18/2016 4:44,98.55402833,,1.361289142,Rating Curve,7777
7/18/2016 4:59,98.55810833,,1.373382409,Rating Curve,7777
7/18/2016 5:14,98.56102833,,1.382060733,Rating Curve,7777
7/18/2016 5:29,98.56277833,,1.387271098,Rating Curve,7777
7/18/2016 5:44,98.56627833,,1.397712735,Rating Curve,7777
7/18/2016 5:59,98.56977833,,1.408182198,Rating Curve,7777
7/18/2016 6:14,98.57094833,,1.411688185,Rating Curve,7777
7/18/2016 6:29,98.57969833,,1.438006327,Rating Curve,7777
7/18/2016 6:44,98.57969833,,1.438006327,Rating Curve,7777
7/18/2016 6:59,98.58344833,,1.449338389,Rating Curve,7777
7/18/2016 7:14,98.58785833,,1.462705334,Rating Curve,7777
7/18/2016 7:29,98.59335833,,1.479437213,Rating Curve,7777
7/18/2016 7:44,98.59627833,,1.488347804,Rating Curve,7777
7/18/2016 7:59,98.59627833,,1.488347804,Rating Curve,7777
7/18/2016 8:14,98.60127833,,1.503649816,Rating Curve,7777
7/18/2016 8:29,98.60477833,,1.514394319,Rating Curve,7777
7/18/2016 8:44,98.60969833,,1.529543982,Rating Curve,7777
7/18/2016 8:59,98.61494833,,1.545768863,Rating Curve,7777
7/18/2016 9:14,98.61994833,,1.561277676,Rating Curve,7777
7/18/2016 9:29,98.62019833,,1.562054562,Rating Curve,7777
7/18/2016 9:44,98.62635833,,1.581240411,Rating Curve,7777
7/18/2016 9:59,98.63510833,,1.608635962,Rating Curve,7777
7/18/2016 10:14,98.63627833,,1.612311815,Rating Curve,7777
7/18/2016 10:29,98.64294833,,1.633324256,Rating Curve,7777
7/18/2016 10:44,98.64969833,,1.654687082,Rating Curve,7777
7/18/2016 10:59,98.65260833,,1.663927266,Rating Curve,7777
7/18/2016 11:14,98.65960833,,1.686229379,Rating Curve,7777
7/18/2016 11:29,98.66427833,,1.701166737,Rating Curve,7777
7/18/2016 11:44,98.67127833,,1.723644412,Rating Curve,7777
7/18/2016 11:59,98.67419833,,1.733051806,Rating Curve,7777
7/18/2016 12:14,98.67944833,,1.750011551,Rating Curve,7777
7/18/2016 12:29,98.68585833,,1.770798135,Rating Curve,7777
7/18/2016 12:44,98.69402833,,1.797418438,Rating Curve,7777
7/18/2016 12:59,98.69869833,,1.812698072,Rating Curve,7777
7/18/2016 13:14,98.70744833,,1.841450582,Rating Curve,7777
7/18/2016 13:29,98.71385833,,1.862615822,Rating Curve,7777
7/18/2016 13:44,98.72085833,,1.885827318,Rating Curve,7777
7/18/2016 13:59,98.72902833,,1.913047541,Rating Curve,7777
7/18/2016 14:14,98.73194833,,1.922809814,Rating Curve,7777
7/18/2016 14:29,98.73835833,,1.944301928,Rating Curve,7777
7/18/2016 14:44,98.75235833,,1.991537275,Rating Curve,7777
7/18/2016 14:59,98.75877833,,2.013332663,Rating Curve,7777
7/18/2016 15:14,98.76694833,,2.041190984,Rating Curve,7777
7/18/2016 15:29,98.77860833,,2.08118492,Rating Curve,7777
7/18/2016 15:44,98.78235833,,2.094106051,Rating Curve,7777
7/18/2016 15:59,98.79027833,,2.121488839,Rating Curve,7777
7/18/2016 16:14,98.80219833,,2.16293931,Rating Curve,7777
7/18/2016 16:29,98.81010833,,2.190602622,Rating Curve,7777
7/18/2016 16:44,98.82002833,,2.225471836,Rating Curve,7777
7/18/2016 16:59,98.82994833,,2.260536519,Rating Curve,7777
7/18/2016 17:14,98.83985833,,2.295760151,Rating Curve,7777
7/18/2016 17:29,98.84977833,,2.331212953,Rating Curve,7777
7/18/2016 17:44,98.85994833,,2.367759436,Rating Curve,7777
7/18/2016 17:59,98.87160833,,2.409908588,Rating Curve,7777
7/18/2016 18:14,98.87860833,,2.435339407,Rating Curve,7777
7/18/2016 18:29,98.88502833,,2.45874648,Rating Curve,7777
7/18/2016 18:44,98.89669833,,2.501498425,Rating Curve,7777
7/18/2016 18:59,98.90660833,,2.538008181,Rating Curve,7777
7/18/2016 19:14,98.91477833,,2.568248829,Rating Curve,7777
7/18/2016 19:29,98.92969833,,2.623802094,Rating Curve,7777
7/18/2016 19:44,98.93460833,,2.642176375,Rating Curve,7777
7/18/2016 19:59,98.94627833,,2.686030754,Rating Curve,7777
7/18/2016 20:14,98.95969833,,2.736778086,Rating Curve,7777
